コード,銘柄名,ticker
7958,天馬,7958.T
7962,キングジム,7962.T
7963,興研,7963.T
7965,象印マホービン,7965.T
7966,リンテック,7966.T
7970,信越ポリマー,7970.T
7971,東リ,7971.T
7972,イトーキ,7972.T
7974,任天堂,7974.T
7975,リヒトラブ,7975.T
7976,三菱鉛筆,7976.T
7979,松風,7979.T
7980,重松製作所,7980.T
7981,タカラスタンダード,7981.T
7983,ミロク,7983.T
7984,コクヨ,7984.T
7985,ネポン,7985.T
7986,日本アイ・エス・ケイ,7986.T
7987,ナカバヤシ,7987.T
7988,ニフコ,7988.T
7989,立川ブラインド工業,7989.T
7990,グローブライド,7990.T
7991,マミヤ・オーピー,7991.T
7992,セーラー万年筆,7992.T
7994,オカムラ,7994.T
7995,バルカー,7995.T
7997,くろがね工作所,7997.T
7999,ＭＵＴＯＨホールディングス,7999.T
8001,伊藤忠商事,8001.T
8002,丸紅,8002.T
8005,スクロール,8005.T
8006,ユアサ・フナショク,8006.T
8007,高島,8007.T
8008,ヨンドシーホールディングス,8008.T
8011,三陽商会,8011.T
8012,長瀬産業,8012.T
8013,ナイガイ,8013.T
8014,蝶理,8014.T
8015,豊田通商,8015.T
8016,オンワードホールディングス,8016.T
8018,三共生興,8018.T
8020,兼松,8020.T
8022,美津濃,8022.T
8023,ＤＡＩＫＯ　ＸＴＥＣＨ,8023.T
8025,ツカモトコーポレーション,8025.T
8029,ルックホールディングス,8029.T
8030,中央魚類,8030.T
8031,三井物産,8031.T
8032,日本紙パルプ商事,8032.T
8035,東京エレクトロン,8035.T
8037,カメイ,8037.T
8038,東都水産,8038.T
8039,築地魚市場,8039.T
8040,東京ソワール,8040.T
8041,ＯＵＧホールディングス,8041.T
8043,スターゼン,8043.T
8045,横浜丸魚,8045.T
8046,丸藤シートパイル,8046.T
8050,セイコーグループ,8050.T
8051,山善,8051.T
8052,椿本興業,8052.T
8053,住友商事,8053.T
8056,ＢＩＰＲＯＧＹ,8056.T
8057,内田洋行,8057.T
8058,三菱商事,8058.T
8059,第一実業,8059.T
8060,キヤノンマーケティングジャパン,8060.T
8061,西華産業,8061.T
8065,佐藤商事,8065.T
8066,三谷商事,8066.T
8070,東京産業,8070.T
8074,ユアサ商事,8074.T
8075,神鋼商事,8075.T
8076,カノークス,8076.T
8077,トルク,8077.T
8078,阪和興業,8078.T
8079,正栄食品工業,8079.T
8081,カナデン,8081.T
8084,ＲＹＯＤＥＮ,8084.T
8085,ナラサキ産業,8085.T
8086,ニプロ,8086.T
8088,岩谷産業,8088.T
8089,ナイス,8089.T
8091,ニチモウ,8091.T
8093,極東貿易,8093.T
8095,アステナホールディングス,8095.T
8097,三愛オブリ,8097.T
8098,稲畑産業,8098.T
8101,ＧＳＩクレオス,8101.T
8103,明和産業,8103.T
8104,クワザワホールディングス,8104.T
8105,堀田丸正,8105.T
8107,キムラタン,8107.T
8111,ゴールドウイン,8111.T
8113,ユニ・チャーム,8113.T
8115,ムーンバット,8115.T
8117,中央自動車工業,8117.T
8118,キング,8118.T
8119,三栄コーポレーション,8119.T
8123,川辺,8123.T
8125,ワキタ,8125.T
8127,ヤマトインターナショナル,8127.T
8129,東邦ホールディングス,8129.T
8130,サンゲツ,8130.T
8131,ミツウロコグループホールディングス,8131.T
8132,シナネンホールディングス,8132.T
8133,伊藤忠エネクス,8133.T
8135,ゼット,8135.T
8136,サンリオ,8136.T
8137,サンワテクノス,8137.T
8138,三京化成,8138.T
8139,ナガホリ,8139.T
8141,新光商事,8141.T
8142,トーホー,8142.T
8143,ラピーヌ,8143.T
8144,デンキョーグループホールディングス,8144.T
8147,トミタ,8147.T
8150,三信電気,8150.T
8151,東陽テクニカ,8151.T
8152,ソマール,8152.T
8153,モスフードサービス,8153.T
8154,加賀電子,8154.T
8157,都築電気,8157.T
8158,ソーダニッカ,8158.T
8159,立花エレテック,8159.T
8160,木曽路,8160.T
8163,ＳＲＳホールディングス,8163.T
8165,千趣会,8165.T
8166,タカキュー,8166.T
8167,リテールパートナーズ,8167.T
8173,上新電機,8173.T
8174,日本瓦斯,8174.T
8179,ロイヤルホールディングス,8179.T
8181,東天紅,8181.T
8185,チヨダ,8185.T
8194,ライフコーポレーション,8194.T
8198,マックスバリュ東海,8198.T
8200,リンガーハット,8200.T
8202,ラオックスホールディングス,8202.T
8203,ＭｒＭａｘＨＤ,8203.T
8207,テンアライド,8207.T
8208,エンチョー,8208.T
8209,フレンドリー,8209.T
8214,ＡＯＫＩホールディングス,8214.T
8217,オークワ,8217.T
8218,コメリ,8218.T
8219,青山商事,8219.T
8225,タカチホ,8225.T
8226,理経,8226.T
8227,しまむら,8227.T
8230,はせがわ,8230.T
8233,高島屋,8233.T
8237,松屋,8237.T
8242,エイチ・ツー・オー　リテイリング,8242.T
8244,近鉄百貨店,8244.T
8247,大和,8247.T
8252,丸井グループ,8252.T
8253,クレディセゾン,8253.T
8254,さいか屋,8254.T
8255,アクシアル　リテイリング,8255.T
8260,井筒屋,8260.T
8267,イオン,8267.T
8273,イズミ,8273.T
8275,フォーバル,8275.T
8276,平和堂,8276.T
8278,フジ,8278.T
8279,ヤオコー,8279.T
8281,ゼビオホールディングス,8281.T
8282,ケーズホールディングス,8282.T
8283,ＰＡＬＴＡＣ,8283.T
8285,三谷産業,8285.T
8289,Ｏｌｙｍｐｉｃグループ,8289.T
8291,日産東京販売ホールディングス,8291.T
8304,あおぞら銀行,8304.T
8306,三菱ＵＦＪフィナンシャル・グループ,8306.T
8308,りそなホールディングス,8308.T
8309,三井住友トラストグループ,8309.T
8316,三井住友フィナンシャルグループ,8316.T
8331,千葉銀行,8331.T
8334,群馬銀行,8334.T
8336,武蔵野銀行,8336.T
8337,千葉興業銀行,8337.T
8338,筑波銀行,8338.T
8341,七十七銀行,8341.T
8343,秋田銀行,8343.T
8344,山形銀行,8344.T
8345,岩手銀行,8345.T
8346,東邦銀行,8346.T
8349,東北銀行,8349.T
8354,ふくおかフィナンシャルグループ,8354.T
8358,スルガ銀行,8358.T
8359,八十二銀行,8359.T
8360,山梨中央銀行,8360.T
8361,大垣共立銀行,8361.T
8362,福井銀行,8362.T
8364,清水銀行,8364.T
8365,富山銀行,8365.T
8366,滋賀銀行,8366.T
8367,南都銀行,8367.T
8368,百五銀行,8368.T
8370,紀陽銀行,8370.T
8377,ほくほくフィナンシャルグループ,8377.T
8381,山陰合同銀行,8381.T
8383,鳥取銀行,8383.T
8386,百十四銀行,8386.T
8387,四国銀行,8387.T
8388,阿波銀行,8388.T
8392,大分銀行,8392.T
8393,宮崎銀行,8393.T
8395,佐賀銀行,8395.T
8399,琉球銀行,8399.T
8410,セブン銀行,8410.T
8411,みずほフィナンシャルグループ,8411.T
8416,高知銀行,8416.T
8418,山口フィナンシャルグループ,8418.T
8424,芙蓉総合リース,8424.T
8425,みずほリース,8425.T
8439,東京センチュリー,8439.T
8473,ＳＢＩホールディングス,8473.T
8508,Ｊトラスト,8508.T
8511,日本証券金融,8511.T
8515,アイフル,8515.T
8518,日本アジア投資,8518.T
8522,名古屋銀行,8522.T
8524,北洋銀行,8524.T
8537,大光銀行,8537.T
8541,愛媛銀行,8541.T
8542,トマト銀行,8542.T
8544,京葉銀行,8544.T
8550,栃木銀行,8550.T
8551,北日本銀行,8551.T
8558,東和銀行,8558.T
8562,福島銀行,8562.T
8563,大東銀行,8563.T
8566,リコーリース,8566.T
8570,イオンフィナンシャルサービス,8570.T
8572,アコム,8572.T
8584,ジャックス,8584.T
8585,オリエントコーポレーション,8585.T
8591,オリックス,8591.T
8593,三菱ＨＣキャピタル,8593.T
8595,ジャフコ　グループ,8595.T
8596,九州リースサービス,8596.T
8600,トモニホールディングス,8600.T
8601,大和証券グループ本社,8601.T
8604,野村ホールディングス,8604.T
8609,岡三証券グループ,8609.T
8613,丸三証券,8613.T
8614,東洋証券,8614.T
8616,東海東京フィナンシャル・ホールディングス,8616.T
8617,光世証券,8617.T
8622,水戸証券,8622.T
8624,いちよし証券,8624.T
8628,松井証券,8628.T
8630,ＳＯＭＰＯホールディングス,8630.T
8697,日本取引所グループ,8697.T
8698,マネックスグループ,8698.T
8699,ＨＳホールディングス,8699.T
8700,丸八証券,8700.T
8704,トレイダーズホールディングス,8704.T
8705,日産証券グループ,8705.T
8706,極東証券,8706.T
8707,岩井コスモホールディングス,8707.T
8708,アイザワ証券グループ,8708.T
8713,フィデアホールディングス,8713.T
8714,池田泉州ホールディングス,8714.T
8715,アニコム　ホールディングス,8715.T
8725,ＭＳ＆ＡＤインシュアランスグループホールディングス,8725.T
8737,あかつき本社,8737.T
8739,スパークス・グループ,8739.T
8742,小林洋行,8742.T
8746,ＵＮＢＡＮＫＥＤ,8746.T
8747,豊トラスティ証券,8747.T
8750,第一生命ホールディングス,8750.T
8766,東京海上ホールディングス,8766.T
8769,アドバンテッジリスクマネジメント,8769.T
8771,イー・ギャランティ,8771.T
8772,アサックス,8772.T
8783,ＧＦＡ,8783.T
8789,フィンテック　グローバル,8789.T
8793,ＮＥＣキャピタルソリューション,8793.T
8795,Ｔ＆Ｄホールディングス,8795.T
8798,アドバンスクリエイト,8798.T
8801,三井不動産,8801.T
8802,三菱地所,8802.T
8803,平和不動産,8803.T
8804,東京建物,8804.T
8818,京阪神ビルディング,8818.T
8830,住友不動産,8830.T
8835,太平洋興発,8835.T
8836,ＲＩＳＥ,8836.T
8841,テーオーシー,8841.T
8844,コスモスイニシア,8844.T
8848,レオパレス２１,8848.T
8850,スターツコーポレーション,8850.T
8860,フジ住宅,8860.T
8864,空港施設,8864.T
8869,明和地所,8869.T
8871,ゴールドクレスト,8871.T
8876,リログループ,8876.T
8877,エスリード,8877.T
8881,日神グループホールディングス,8881.T
8886,ウッドフレンズ,8886.T
8887,クミカ,8887.T
8891,ＡＭＧホールディングス,8891.T
8892,日本エスコン,8892.T
8894,ＲＥＶＯＬＵＴＩＯＮ,8894.T
8897,ＭＩＲＡＲＴＨホールディングス,8897.T
8898,センチュリー２１・ジャパン,8898.T
8904,ＡＶＡＮＴＩＡ,8904.T
8905,イオンモール,8905.T
8908,毎日コムネット,8908.T
8912,エリアクエスト,8912.T
8914,エリアリンク,8914.T
8917,ファースト住建,8917.T
8918,ランド,8918.T
8919,カチタス,8919.T
8920,東祥,8920.T
8923,トーセイ,8923.T
8927,明豊エンタープライズ,8927.T
8928,穴吹興産,8928.T
8929,青山財産ネットワークス,8929.T
8931,和田興産,8931.T
8934,サンフロンティア不動産,8934.T
8935,ＦＪネクストホールディングス,8935.T
8938,グローム・ホールディングス,8938.T
8940,インテリックス,8940.T
8944,ランドビジネス,8944.T
8945,サンネクスタグループ,8945.T
8946,ＡＳＩＡＮ　ＳＴＡＲ,8946.T
8995,誠建設工業,8995.T
8996,ハウスフリーダム,8996.T
8999,グランディハウス,8999.T
9001,東武鉄道,9001.T
9003,相鉄ホールディングス,9003.T
9005,東急,9005.T
9006,京浜急行電鉄,9006.T
9007,小田急電鉄,9007.T
9008,京王電鉄,9008.T
9009,京成電鉄,9009.T
9010,富士急行,9010.T
9012,秩父鉄道,9012.T
9017,新潟交通,9017.T
9020,東日本旅客鉄道,9020.T
9021,西日本旅客鉄道,9021.T
9022,東海旅客鉄道,9022.T
9023,東京地下鉄,9023.T
9024,西武ホールディングス,9024.T
9025,鴻池運輸,9025.T
9028,ゼロ,9028.T
9029,ヒガシホールディングス,9029.T
9031,西日本鉄道,9031.T
9033,広島電鉄,9033.T
9034,南総通運,9034.T
9036,東部ネットワーク,9036.T
9037,ハマキョウレックス,9037.T
9039,サカイ引越センター,9039.T
9041,近鉄グループホールディングス,9041.T
9042,阪急阪神ホールディングス,9042.T
9044,南海電気鉄道,9044.T
9045,京阪ホールディングス,9045.T
9046,神戸電鉄,9046.T
9048,名古屋鉄道,9048.T
9049,京福電気鉄道,9049.T
9051,センコン物流,9051.T
9052,山陽電気鉄道,9052.T
9057,遠州トラック,9057.T
9059,カンダホールディングス,9059.T
9060,日本ロジテム,9060.T
9063,岡山県貨物運送,9063.T
9064,ヤマトホールディングス,9064.T
9065,山九,9065.T
9066,日新,9066.T
9067,丸運,9067.T
9068,丸全昭和運輸,9068.T
9069,センコーグループホールディングス,9069.T
9070,トナミホールディングス,9070.T
9072,ニッコンホールディングス,9072.T
9073,京極運輸商事,9073.T
9074,日本石油輸送,9074.T
9075,福山通運,9075.T
9076,セイノーホールディングス,9076.T
9081,神奈川中央交通,9081.T
9082,大和自動車交通,9082.T
9083,神姫バス,9083.T
9087,タカセ,9087.T
9090,ＡＺ－ＣＯＭ丸和ホールディングス,9090.T
9101,日本郵船,9101.T
9104,商船三井,9104.T
9107,川崎汽船,9107.T
9110,ＮＳユナイテッド海運,9110.T
9115,明海グループ,9115.T
9119,飯野海運,9119.T
9127,玉井商船,9127.T
9130,共栄タンカー,9130.T
9142,九州旅客鉄道,9142.T
9143,ＳＧホールディングス,9143.T
9145,ビーイングホールディングス,9145.T
9147,ＮＩＰＰＯＮ　ＥＸＰＲＥＳＳホールディングス,9147.T
9158,シーユーシー,9158.T
9159,Ｗ　ＴＯＫＹＯ,9159.T
9160,ノバレーゼ,9160.T
9161,ＩＤ＆Ｅホールディングス,9161.T
9162,ブリーチ,9162.T
9163,ナレルグループ,9163.T
9164,トライト,9164.T
9165,クオルテック,9165.T
9166,ＧＥＮＤＡ,9166.T
9168,ライズ・コンサルティング・グループ,9168.T
9171,栗林商船,9171.T
9173,東海汽船,9173.T
9193,東京汽船,9193.T
9201,日本航空,9201.T
9202,ＡＮＡホールディングス,9202.T
9204,スカイマーク,9204.T
9206,スターフライヤー,9206.T
9211,エフ・コード,9211.T
9212,Ｇｒｅｅｎ　Ｅａｒｔｈ　Ｉｎｓｔｉｔｕｔｅ,9212.T
9213,セイファート,9213.T
9214,Ｒｅｃｏｖｅｒｙ　Ｉｎｔｅｒｎａｔｉｏｎａｌ,9214.T
9215,ＣａＳｙ,9215.T
9216,ビーウィズ,9216.T
9218,メンタルヘルステクノロジーズ,9218.T
9219,ギックス,9219.T
9220,エフビー介護サービス,9220.T
9221,フルハシＥＰＯ,9221.T
9223,ＡＳＮＯＶＡ,9223.T
9225,ブリッジコンサルティンググループ,9225.T
9227,マイクロ波化学,9227.T
9229,サンウェルズ,9229.T
9233,アジア航測,9233.T
9235,売れるネット広告社グループ,9235.T
9236,ジャパンＭ＆Ａソリューション,9236.T
9237,笑美面,9237.T
9238,バリュークリエーション,9238.T
9240,デリバリーコンサルティング,9240.T
9241,フューチャーリンクネットワーク,9241.T
9242,メディア総研,9242.T
9244,デジタリフト,9244.T
9245,リベロ,9245.T
9246,プロジェクトホールディングス,9246.T
9247,ＴＲＥホールディングス,9247.T
9248,人・夢・技術グループ,9248.T
9249,日本エコシステム,9249.T
9250,ＧＲＣＳ,9250.T
9251,ＡＢ＆Ｃｏｍｐａｎｙ,9251.T
9252,ラストワンマイル,9252.T
9253,スローガン,9253.T
9254,ラバブルマーケティンググループ,9254.T
9256,サクシード,9256.T
9258,ＣＳ－Ｃ,9258.T
9259,タカヨシホールディングス,9259.T
9262,シルバーライフ,9262.T
9264,ポエック,9264.T
9265,ヤマシタヘルスケアホールディングス,9265.T
9267,Ｇｅｎｋｙ　ＤｒｕｇＳｔｏｒｅｓ,9267.T
9268,オプティマスグループ,9268.T
9270,バリュエンスホールディングス,9270.T
9271,和心,9271.T
9272,ブティックス,9272.T
9273,コーア商事ホールディングス,9273.T
9274,ＫＰＰグループホールディングス,9274.T
9275,ナルミヤ・インターナショナル,9275.T
9278,ブックオフグループホールディングス,9278.T
9279,ギフトホールディングス,9279.T
9301,三菱倉庫,9301.T
9302,三井倉庫ホールディングス,9302.T
9303,住友倉庫,9303.T
9304,澁澤倉庫,9304.T
9305,ヤマタネ,9305.T
9306,東陽倉庫,9306.T
9307,杉村倉庫,9307.T
9308,乾汽船,9308.T
9310,日本トランスシティ,9310.T
9311,アサガミ,9311.T
9312,ケイヒン,9312.T
9313,丸八倉庫,9313.T
9319,中央倉庫,9319.T
9322,川西倉庫,9322.T
9324,安田倉庫,9324.T
9325,ファイズホールディングス,9325.T
9326,関通,9326.T
9327,イー・ロジット,9327.T
9330,揚羽,9330.T
9331,キャスター,9331.T
9332,ＮＩＳＳＯホールディングス,9332.T
9336,大栄環境,9336.T
9337,トリドリ,9337.T
9338,ＩＮＦＯＲＩＣＨ,9338.T
9339,コーチ・エィ,9339.T
9340,アソインターナショナル,9340.T
9341,ＧＥＮＯＶＡ,9341.T
9342,スマサポ,9342.T
9343,アイビス,9343.T
9344,アクシスコンサルティング,9344.T
9345,ビズメイツ,9345.T
9346,ココルポート,9346.T
9347,日本管財ホールディングス,9347.T
9348,ｉｓｐａｃｅ,9348.T
9351,東洋埠頭,9351.T
9353,櫻島埠頭,9353.T
9355,リンコーコーポレーション,9355.T
9360,鈴与シンワート,9360.T
9361,伏木海陸運送,9361.T
9362,兵機海運,9362.T
9363,大運,9363.T
9364,上組,9364.T
9365,トレーディア,9365.T
9366,サンリツ,9366.T
9367,大東港運,9367.T
9368,キムラユニティー,9368.T
9369,キユーソー流通システム,9369.T
9376,ユーラシア旅行社,9376.T
9377,エージーピー,9377.T
9380,東海運,9380.T
9381,エーアイテイー,9381.T
9384,内外トランスライン,9384.T
9385,ショーエイコーポレーション,9385.T
9386,日本コンセプト,9386.T
9401,ＴＢＳホールディングス,9401.T
9404,日本テレビホールディングス,9404.T
9405,朝日放送グループホールディングス,9405.T
9408,ＢＳＮメディアホールディングス,9408.T
9409,テレビ朝日ホールディングス,9409.T
9412,スカパーＪＳＡＴホールディングス,9412.T
9413,テレビ東京ホールディングス,9413.T
9414,日本ＢＳ放送,9414.T
9416,ビジョン,9416.T
9417,スマートバリュー,9417.T
9418,Ｕ－ＮＥＸＴ　ＨＯＬＤＩＮＧＳ,9418.T
9419,ワイヤレスゲート,9419.T
9421,エヌジェイホールディングス,9421.T
9423,フォーバル・リアルストレート,9423.T
9424,日本通信,9424.T
9425,ＲｅＹｕｕ　Ｊａｐａｎ,9425.T
9428,クロップス,9428.T
9432,日本電信電話,9432.T
9433,ＫＤＤＩ,9433.T
9434,ソフトバンク,9434.T
94345,ソフトバンク第１回社債型種類株式,94345.T
94346,ソフトバンク第２回社債型種類株式,94346.T
9435,光通信,9435.T
9436,沖縄セルラー電話,9436.T
9438,エムティーアイ,9438.T
9439,エム・エイチ・グループ,9439.T
9441,ベルパーク,9441.T
9444,トーシンホールディングス,9444.T
9445,フォーバルテレコム,9445.T
9446,サカイホールディングス,9446.T
9449,ＧＭＯインターネットグループ,9449.T
9450,ファイバーゲート,9450.T
9466,アイドママーケティングコミュニケーション,9466.T
9467,アルファポリス,9467.T
9468,ＫＡＤＯＫＡＷＡ,9468.T
9470,学研ホールディングス,9470.T
9474,ゼンリン,9474.T
9475,昭文社ホールディングス,9475.T
9476,中央経済社ホールディングス,9476.T
9478,ＳＥホールディングス・アンド・インキュベーションズ,9478.T
9479,インプレスホールディングス,9479.T
9501,東京電力ホールディングス,9501.T
9502,中部電力,9502.T
9503,関西電力,9503.T
9504,中国電力,9504.T
9505,北陸電力,9505.T
9506,東北電力,9506.T
9507,四国電力,9507.T
9508,九州電力,9508.T
9509,北海道電力,9509.T
9511,沖縄電力,9511.T
9513,電源開発,9513.T
9514,エフオン,9514.T
9517,イーレックス,9517.T
9519,レノバ,9519.T
9531,東京瓦斯,9531.T
9532,大阪瓦斯,9532.T
9533,東邦瓦斯,9533.T
9534,北海道瓦斯,9534.T
9535,広島ガス,9535.T
9536,西部ガスホールディングス,9536.T
9537,北陸瓦斯,9537.T
9539,京葉瓦斯,9539.T
9543,静岡ガス,9543.T
9551,メタウォーター,9551.T
9552,Ｍ＆Ａ総研ホールディングス,9552.T
9553,マイクロアド,9553.T
9554,ＡＶｉＣ,9554.T
9556,ＩＮＴＬＯＯＰ,9556.T
9557,エアークローゼット,9557.T
9558,ジャパニアス,9558.T
9560,プログリット,9560.T
9561,グラッドキューブ,9561.T
9562,ビジネスコーチ,9562.T
9563,Ａｔｌａｓ　Ｔｅｃｈｎｏｌｏｇｉｅｓ,9563.T
9564,ＦＣＥ,9564.T
9565,ＧＬＯＥ,9565.T
9600,アイネット,9600.T
9601,松竹,9601.T
9602,東宝,9602.T
9603,エイチ・アイ・エス,9603.T
9605,東映,9605.T
9610,ウィルソン・ラーニング　ワールドワイド,9610.T
9612,ラックランド,9612.T
9613,ＮＴＴデータグループ,9613.T
9616,共立メンテナンス,9616.T
9619,イチネンホールディングス,9619.T
9621,建設技術研究所,9621.T
9622,スペース,9622.T
9625,セレスポ,9625.T
9627,アインホールディングス,9627.T
9628,燦ホールディングス,9628.T
9629,ピー・シー・エー,9629.T
9632,スバル興業,9632.T
9633,東京テアトル,9633.T
9635,武蔵野興業,9635.T
9636,きんえい,9636.T
9639,三協フロンテア,9639.T
9640,セゾンテクノロジー,9640.T
9644,タナベコンサルティンググループ,9644.T
9647,協和コンサルタンツ,9647.T
9651,日本プロセス,9651.T
9656,グリーンランドリゾート,9656.T
9658,ビジネスブレイン太田昭和,9658.T
9661,歌舞伎座,9661.T
9663,ナガワ,9663.T
9672,東京都競馬,9672.T
9678,カナモト,9678.T
9679,ホウライ,9679.T
9682,ＤＴＳ,9682.T
9684,スクウェア・エニックス・ホールディングス,9684.T
9685,ＫＹＣＯＭホールディングス,9685.T
9686,東洋テック,9686.T
9687,ＫＳＫ,9687.T
9691,両毛システムズ,9691.T
9692,シーイーシー,9692.T
9696,ウィザス,9696.T
9697,カプコン,9697.T
9698,クレオ,9698.T
9699,ニシオホールディングス,9699.T
9701,東京會舘,9701.T
9702,アイ・エス・ビー,9702.T
9704,アゴーラ　ホスピタリティー　グループ,9704.T
9706,日本空港ビルデング,9706.T
9708,帝国ホテル,9708.T
9709,ＮＣＳ＆Ａ,9709.T
9713,ロイヤルホテル,9713.T
9715,トランス・コスモス,9715.T
9716,乃村工藝社,9716.T
9719,ＳＣＳＫ,9719.T
9720,ホテル、ニューグランド,9720.T
9722,藤田観光,9722.T
9723,京都ホテル,9723.T
9726,ＫＮＴ－ＣＴホールディングス,9726.T
9729,トーカイ,9729.T
9731,白洋舎,9731.T
9733,ナガセ,9733.T
9735,セコム,9735.T
9739,ＮＳＷ,9739.T
9740,セントラル警備保障,9740.T
9742,アイネス,9742.T
9743,丹青社,9743.T
9744,メイテックグループホールディングス,9744.T
9746,ＴＫＣ,9746.T
9749,富士ソフト,9749.T
9753,アイエックス・ナレッジ,9753.T
9755,応用地質,9755.T
9757,船井総研ホールディングス,9757.T
9759,ＮＳＤ,9759.T
9760,進学会ホールディングス,9760.T
9761,東海リース,9761.T
9763,丸紅建材リース,9763.T
9765,オオバ,9765.T
9766,コナミグループ,9766.T
9767,日建工学,9767.T
9768,いであ,9768.T
9769,学究社,9769.T
9776,札幌臨床検査センター,9776.T
9778,昴,9778.T
9780,ハリマビステム,9780.T
9782,ディーエムエス,9782.T
9787,イオンディライト,9787.T
9788,ナック,9788.T
9790,福井コンピュータホールディングス,9790.T
9791,ビケンテクノ,9791.T
9793,ダイセキ,9793.T
9795,ステップ,9795.T
9799,旭情報サービス,9799.T
9812,テーオーホールディングス,9812.T
9816,ストライダーズ,9816.T
9818,大丸エナウィン,9818.T
9820,エムティジェネックス,9820.T
9823,マミーマート,9823.T
9824,泉州電業,9824.T
9827,リリカラ,9827.T
9828,Ｇｅｎｋｉ　Ｇｌｏｂａｌ　Ｄｉｎｉｎｇ　Ｃｏｎｃｅｐｔｓ,9828.T
9830,トラスコ中山,9830.T
9831,ヤマダホールディングス,9831.T
9832,オートバックスセブン,9832.T
9835,ジュンテンドー,9835.T
9837,モリト,9837.T
9842,アークランズ,9842.T
9843,ニトリホールディングス,9843.T
9845,パーカーコーポレーション,9845.T
9846,天満屋ストア,9846.T
9849,共同紙販ホールディングス,9849.T
9850,グルメ杵屋,9850.T
9852,ＣＢグループマネジメント,9852.T
9853,銀座ルノアール,9853.T
9854,愛眼,9854.T
9856,ケーユーホールディングス,9856.T
9857,英和,9857.T
9861,吉野家ホールディングス,9861.T
9867,ソレキア,9867.T
9869,加藤産業,9869.T
9872,北恵,9872.T
9876,コックス,9876.T
9878,セキド,9878.T
9880,イノテック,9880.T
9882,イエローハット,9882.T
9885,シャルレ,9885.T
9887,松屋フーズホールディングス,9887.T
9888,ＵＥＸ,9888.T
9889,ＪＢＣＣホールディングス,9889.T
9890,マキヤ,9890.T
9895,コンセック,9895.T
9896,ＪＫホールディングス,9896.T
9900,サガミホールディングス,9900.T
9902,日伝,9902.T
9903,カンセキ,9903.T
9904,ベリテ,9904.T
9906,藤井産業,9906.T
9908,日本電計,9908.T
9913,日邦産業,9913.T
9914,植松商会,9914.T
9927,ワットマン,9927.T
9928,ミロク情報サービス,9928.T
9929,平和紙業,9929.T
9930,北沢産業,9930.T
9932,杉本商事,9932.T
9934,因幡電機産業,9934.T
9936,王将フードサービス,9936.T
9941,太洋物産,9941.T
9946,ミニストップ,9946.T
9948,アークス,9948.T
9950,ハチバン,9950.T
9955,ヨンキュウ,9955.T
9956,バローホールディングス,9956.T
9959,アシードホールディングス,9959.T
9960,東テク,9960.T
9962,ミスミグループ本社,9962.T
9969,ショクブン,9969.T
9972,アルテック,9972.T
9973,ＫＯＺＯホールディングス,9973.T
9974,ベルク,9974.T
9976,セキチュー,9976.T
9978,文教堂グループホールディングス,9978.T
9979,大庄,9979.T
9980,ＭＲＫホールディングス,9980.T
9982,タキヒヨー,9982.T
9983,ファーストリテイリング,9983.T
9984,ソフトバンクグループ,9984.T
9986,蔵王産業,9986.T
9987,スズケン,9987.T
9989,サンドラッグ,9989.T
9990,サックスバー　ホールディングス,9990.T
9991,ジェコス,9991.T
9993,ヤマザワ,9993.T
9994,やまや,9994.T
9996,サトー商会,9996.T
9997,ベルーナ,9997.T
